"Story","Title","Result","Date","Stability","Duration (s)"
"Test the Resource Dashboard scenario","Accept Decline option visible when resources are allocate partially during Allocation and Reallocation","ERROR","2020-05-24T18:49:41.2003858+05:30[Asia/Calcutta]","0.0","98.28"
